damping_coef,velocity,force_damping,force_damping_noise,angle,pulley_coeff,euler_num,tension_small,tension_large,force_tension,force_total,force_total_noise
0.860044882961713,10,860.044882961713,875.669142292934,3.14159265358979,0.850413703921977,2.718,20,289.197171517188,269.197171517188,1129.2420544789,1104.20021116952
0.198185483864395,10,198.185483864395,191.882824938714,3.14159265358979,0.850413703921977,2.718,20,289.197171517188,269.197171517188,467.382655381583,493.373604155036
0.0396911792365329,10,39.6911792365329,39.6581355174804,3.14159265358979,0.850413703921977,2.718,20,289.197171517188,269.197171517188,308.888350753721,307.786361951555
0.900610569060914,10,900.610569060914,893.111014566035,3.14159265358979,0.850413703921977,2.718,20,289.197171517188,269.197171517188,1169.8077405781,1134.40836107363
0.455088133489195,10,455.088133489195,455.140143669775,3.14159265358979,0.850413703921977,2.718,20,289.197171517188,269.197171517188,724.285305006383,701.927314769914
0.561390015145895,10,561.390015145896,557.954256207088,3.14159265358979,0.850413703921977,2.718,20,289.197171517188,269.197171517188,830.587186663084,814.661507017398
0.0455666788805793,10,45.5666788805793,45.8483854515841,3.14159265358979,0.850413703921977,2.718,20,289.197171517188,269.197171517188,314.763850397768,314.396060484467
0.407579359102407,10,407.579359102406,404.93297013963,3.14159265358979,0.850413703921977,2.718,20,289.197171517188,269.197171517188,676.776530619595,659.308798633674
0.391272740247244,10,391.272740247244,400.065371445684,3.14159265358979,0.850413703921977,2.718,20,289.197171517188,269.197171517188,660.469911764432,663.867721764052
0.647954607545189,10,647.954607545189,663.367241077159,3.14159265358979,0.850413703921977,2.718,20,289.197171517188,269.197171517188,917.151779062377,898.635267429457
0.565621919943812,10,565.621919943812,557.71487994626,3.14159265358979,0.850413703921977,2.718,20,289.197171517188,269.197171517188,834.819091461,836.943079088175
0.559770989369178,10,559.770989369178,591.071585442844,3.14159265358979,0.850413703921977,2.718,20,289.197171517188,269.197171517188,828.968160886366,808.049456913776
0.781046290015217,10,781.046290015217,783.684043220564,3.14159265358979,0.850413703921977,2.718,20,289.197171517188,269.197171517188,1050.2434615324,1039.88319681041
0.112266658061551,10,112.266658061551,114.57864120547,3.14159265358979,0.850413703921977,2.718,20,289.197171517188,269.197171517188,381.463829578739,375.824869712157
0.178702788440337,10,178.702788440337,174.647336549335,3.14159265358979,0.850413703921977,2.718,20,289.197171517188,269.197171517188,447.899959957525,451.99464527034
0.273817921898189,10,273.817921898189,265.126981930289,3.14159265358979,0.850413703921977,2.718,20,289.197171517188,269.197171517188,543.015093415377,535.380540702341
0.720934713404899,10,720.934713404899,721.474730734837,3.14159265358979,0.850413703921977,2.718,20,289.197171517188,269.197171517188,990.131884922087,1009.80517746681
0.86280609710163,10,862.80609710163,837.948904084629,3.14159265358979,0.850413703921977,2.718,20,289.197171517188,269.197171517188,1132.00326861882,1169.46497573
0.542526539188957,10,542.526539188957,547.883942748268,3.14159265358979,0.850413703921977,2.718,20,289.197171517188,269.197171517188,811.723710706145,808.938586756782
0.540791301864068,10,540.791301864068,526.050785676712,3.14159265358979,0.850413703921977,2.718,20,289.197171517188,269.197171517188,809.988473381256,824.017079417752
0.0144263711003929,10,14.4263711003929,14.3867604388428,3.14159265358979,0.850413703921977,2.718,20,289.197171517188,269.197171517188,283.623542617581,276.383666210307
0.805817263506467,10,805.817263506467,816.623130321371,3.14159265358979,0.850413703921977,2.718,20,289.197171517188,269.197171517188,1075.01443502366,1097.87627437158
0.393730988976908,10,393.730988976907,388.569044601444,3.14159265358979,0.850413703921977,2.718,20,289.197171517188,269.197171517188,662.928160494096,664.02181067678
